X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1746992.6413,5971264.7022,322,1N,363,1.01999998092651,01N20364,Dec,Continuous,,Dual Loop,SH1 Pukerito RAB to Puhoi Off Ramp NB,02 - Auckland,,,,,,,Regional Continuous
1749625.3268,5957147.9151,323,1N,363,16.75,01N20380,Dec,Continuous,,Dual Loop,SH1 Pukerito RAB to Puhoi Off Ramp NB,02 - Auckland,,,,,,,Regional Continuous
1750196.4936,5956111.3207,324,1N,373,9.69999980926514,01N20383,Dec,Virtual,,Virtual,SH1 Titfords Bridge to Waiwera On Ramp NB - Virtual ,02 - Auckland,,12258,12407,11010,10555,11915,Virtual
1749038.1211,5950345.7073,325,1N,373,15.8699998855591,01N20388,Dec,National,9.8,Telemetry,ALPURT -  Telemetry Site 95 NB Lanes ,02 - Auckland,,10182,10433,9174,8776,9988,Telemetry
1748688.5393,5948307.2715,326,1N,373,16.6000003814697,01N20390,Dec,Continuous,8,Virtual,SH1 Orewa Interchange NB,02 - Auckland,360,9521,9752,8534,8146,9277,Virtual
1748665.1689,5948014.2663,327,1N,373,18.4400005340576,01N20391,Dec,Continuous,6.4,ATMS (Dual Loop),SH1 Orewa Off Ramp to Millwater Off Ramp NB ,02 - Auckland,365,14299,14780,13010,12754,14650,Regional Continuous
1748582.7413,5946814.2732,328,1N,373,19.7000007629395,01N20393,Dec,Virtual,6,Virtual,SH1 Millwater Off Ramp to Silverdale On Ramp NB - Virtual,02 - Auckland,,18339,19097,17123,17326,19174,Virtual
1748678.2704,5945148.7281,329,1N,398,0.129999995231628,01N20398,Dec,Continuous,6.4,ATMS (Dual Loop),SH1 Silverdale Interchange NB (N11),02 - Auckland,343,14945,15550,13751,13908,15251,Regional Continuous
1748690.0192,5942433.1564,330,1N,398,2.90000009536743,01N20400,Dec,Virtual,4.2,Virtual,SH1 Silverdale to Dairy Flat SC On Ramp NB - Virtual,02 - Auckland,,30989,31142,27731,28314,31343,Virtual
1749051.695,5941615.0395,331,1N,398,3.90000009536743,01N20402,Dec,Virtual,,Virtual,SH1 Dairy Flat SC Interchange NB - Virtual,02 - Auckland,,28324,28488,25560,26201,29344,Virtual
1750551.3022,5939806.4524,332,1N,398,6.28000020980835,01N20404,Dec,Virtual,8,Virtual,SH1 Dairy Flat SC Off Ramp to Oteha Valley Rd On Ramp NB - Virtual,02 - Auckland,,30989,31142,27731,28314,31343,Virtual
1753027.6699,5934712.2698,333,1N,398,12.3000001907349,01N20410,Dec,Continuous,4.7,ATMS (Dual Loop),SH1 Oteha Valley Rd Interchange NB (N10),02 - Auckland,,25541,25598,22910,23182,25666,Regional Continuous
1753073.0921,5934507.3875,334,1N,398,12.5,01N20411,Dec,Virtual,6,Virtual,SH1 Oteha Valley Rd Off Ramp to Greville Rd On Ramp NB - Virtual,02 - Auckland,,37614,38014,33210,33608,36146,Virtual
1753412.2024,5932995.2603,335,1N,398,14.0699996948242,01N20412,Dec,Continuous,6,ATMS (Dual Loop),SH1 Greville Rd Interchange NB (N9),02 - Auckland,365,34738,34982,30655,31064,32940,Regional Continuous
1753611.6834,5932271.7527,336,1N,398,14.8400001525879,01N20413,Dec,Virtual,6.5,Virtual,SH1 Greville Rd Off Ramp to Upper Harbour Hwy On Ramp NB - Virtual,02 - Auckland,,55155,55091,47852,48348,52373,Virtual
1754543.6607,5930787.8371,337,1N,414,0.720000028610229,01N20414,Dec,Continuous,8.6,ATMS (Dual Loop),SH1 Upper Harbour Hwy Interchange NB (N8),02 - Auckland,351,41316,41232,33916,35737,39283,Regional Continuous
1755112.9204,5930151.0769,338,1N,414,1.62000000476837,01N20415,Dec,Virtual,6.4,Virtual,SH1 Upper Harbour Hwy Off Ramp to Tristram Ave On Ramp NB - Virtual,02 - Auckland,,56332,55759,47293,47727,52982,Virtual
1755608.61,5928825.2276,339,1N,414,3.02999997138977,01N20417,Dec,Continuous,3.7,ATMS (Dual Loop),SH1 Tristram Ave Interchange NB (N7),02 - Auckland,363,48351,47992,39945,40396,45112,Regional Continuous
1755991.1671,5928052.0873,340,1N,414,3.90000009536743,01N20418,Dec,Virtual,3.7,Virtual,SH1 Tristram Ave Off Ramp to Northcote Rd On Ramp NB - Virtual,02 - Auckland,,64434,63868,53659,53299,60836,Virtual
1756446.1928,5927047.1134,341,1N,414,5,01N20419,Dec,Continuous,5.4,ATMS (Dual Loop),SH1 Northcote Rd Interchange NB (N6),02 - Auckland,365,53992,53545,44871,44367,51351,Regional Continuous
1757133.8403,5925727.6379,342,1N,414,6.48000001907349,01N20420,Dec,Continuous,7.6,ATMS (Dual Loop),SH1 Esmonde Rd Interchange NB (N5),02 - Auckland,79,54628,54775,45466,45659,51603,Regional Continuous
1756495.1149,5924642.4269,343,1N,414,7.26000022888184,01N20421,Dec,Virtual,6,Virtual,SH1 Esmonde Rd Off Ramp to Onewa Rd On Ramp NB - Virtual,02 - Auckland,,74784,75038,60633,60457,67395,Virtual
1756400.4115,5924501.2461,344,1N,414,7.98000001907349,01N20422,Dec,Virtual,6,Virtual,SH1 Onewa Rd Interchange NB - Virtual,02 - Auckland,,69736,70104,56075,55849,62233,Virtual
1756159.4211,5924016.7975,345,1N,414,8.52999973297119,01N20423,Dec,Virtual,5.8,Virtual,SH1 Onewa Rd Off Ramp to Stafford Rd Off Ramp NB - Virtual,02 - Auckland,,83994,83839,67754,67255,75262,Virtual
1756084.6851,5923399.6998,346,1N,414,9.14999961853027,01N20424,Dec,Virtual,8.5,Virtual,AUCKLAND HARBOUR BRIDGE - Right Clip-on ,02 - Auckland,,45121,45073,37413,35699,39688,Virtual
1755309.3525,5921628.2835,347,1N,414,11.1599998474121,01N20425,Dec,Continuous,5.8,ATMS (Dual Loop),SH1 Curran St On Ramp to Fanshawe St On Ramp NB (N2),02 - Auckland,363,78200,78300,63590,63360,71156,Regional Continuous
1756070.4867,5921035.8765,348,1N,414,12.5500001907349,01N20426,Dec,Continuous,6.1,ATMS (Dual Loop),SH1 Wellington St On Ramp to Fanshawe St On Ramp NB (VPT),02 - Auckland,363,62393,63397,53180,53500,60754,Regional Continuous
1756422.301,5920124.6647,349,1N,414,13.3500003814697,01N20427,Dec,Virtual,4,Virtual,SH1 Wellington St On Ramp to Port / SH16 On Ramp NB - Virtual,02 - Auckland,,55423,56730,47941,48351,54651,Virtual
1756773.0221,5919258.4434,350,1N,427,0.660000026226044,01N20428,Dec,Continuous,4,Virtual,SH1 Nelson St Off Ramp to Northwestern Off Ramp NB - Virtual,02 - Auckland,,48804,49371,42105,41732,46583,Virtual
1757431.021,5918737.8106,351,1N,427,1.10000002384186,01N20429,Dec,Continuous,4,ATMS (Dual Loop),SH1 Northwestern Off Ramp to Symonds/Wellesley/Port Off Ramp NB (S1),02 - Auckland,365,67422,68152,59970,59979,66818,Regional Continuous
1757851.1727,5918150.701,352,1N,427,2.29999995231628,01N20430,Dec,Virtual,5.1,Virtual,SH1 Khyber Pass Off Ramp to Gillies Ave On Ramp NB - Virtual,02 - Auckland,,97915,98320,85570,84707,93007,Virtual
1758708.6238,5917399.4795,353,1N,427,2.51999998092651,01N20431,Dec,Continuous,5.1,ATMS (Dual Loop),SH1 Gillies Ave On Ramp to Market Rd Off Ramp NB (S2),02 - Auckland,365,78102,78103,67827,66897,73424,Regional Continuous
1759620.7783,5916297.3847,354,1N,431,1.44000005722046,01N20432,Dec,Virtual,5.1,Virtual,SH1 Market Rd Off Ramp to Green Lane East On Ramp NB - Virtual,02 - Auckland,,82935,83098,71678,71139,78305,Virtual
1760021.3078,5916021.2053,355,1N,431,1.94000005722046,01N20433,Dec,Continuous,6.2,ATMS (Dual Loop),SH1 Green Lane East Interchange NB (S3),02 - Auckland,365,64255,64064,56216,55405,62154,Regional Continuous
1761293.4377,5914421.846,356,1N,431,4.26000022888184,01N20435,Dec,Virtual,6.2,Virtual,SH1 Ellerslie Panmure Hwy Interchange NB - Virtual ,02 - Auckland,,62181,62300,54564,53554,59151,Virtual
1761829.2422,5914004.9394,357,1N,431,4.71999979019165,01N20436,Dec,Virtual,6.2,Virtual,SH1 Ellerslie Panmure Hwy Off Ramp to Sth Eastern Hwy On Ramp NB - Virtual,02 - Auckland,,69964,70299,61476,60277,66896,Virtual
1763409.6173,5912777.1529,358,1N,431,6.82000017166138,01N20438,Dec,Virtual,6.7,Virtual,SH1 Sth Eastern Hwy On Ramp to Mt Wellington Hwy On Ramp NB - Virtual,02 - Auckland,,53119,53328,46936,46171,49807,Virtual
1763733.8559,5912650.8047,359,1N,431,7.19000005722046,01N20439,Dec,Continuous,6.7,ATMS (Dual Loop),SH1 Mt Wellington Hwy Interchange NB (S5),02 - Auckland,365,42878,43213,38562,37730,41144,Regional Continuous
1764731.3327,5911386.8408,360,1N,431,8.89999961853027,01N20440,Dec,National,6.7,Telemetry,PANAMA RD - Telemetry Site 79 - NB,02 - Auckland,181,60893,61392,55113,54509,59026,Telemetry
1765072.5713,5910252.5585,361,1N,431,10.0699996948242,01N20441,Dec,Virtual,6.7,Virtual,SH1 Princes St Interchange NB - Virtual,02 - Auckland,,56567,56847,50800,50492,54992,Virtual
1765298.3365,5909357.0353,362,1N,431,11,01N20442,Dec,Virtual,6.7,Virtual,SH1 Princes St Off Ramp to Highbrook Dr On Ramp NB - Virtual,02 - Auckland,,66172,66912,59493,59459,64240,Virtual
1765523.4298,5908800.4979,363,1N,431,11.6000003814697,01N20443,Dec,Virtual,6.7,Virtual,SH1 Highbrook Dr Interchange NB - Virtual,02 - Auckland,,54068,54438,49317,49117,54158,Virtual
1766108.7042,5907639.6863,364,1N,431,12.9399995803833,01N20444,Dec,Continuous,5.8,ATMS (Dual Loop),SH1 East Tamaki Rd Interchange NB (S6),02 - Auckland,358,51730,52111,47268,47410,52425,Regional Continuous
1767275.9673,5906478.0125,365,1N,431,14.5600004196167,01N20445,Dec,Virtual,6.7,Virtual,SH1 East Tamaki Rd Off Ramp to Te Irirangi Dr On Ramp NB - Virtual,02 - Auckland,,59755,60129,55117,55065,60550,Virtual
1767780.0146,5904921.0297,366,1N,431,16.2000007629395,01N20447,Dec,Virtual,6.7,Virtual,SH1 Te Irirangi Dr On Ramp to Redoubt Rd On Ramp NB - Virtual,02 - Auckland,,50206,50762,46584,46653,51229,Virtual
1767972.1096,5904360.4143,367,1N,431,16.6499996185303,01N20448,Dec,Continuous,6.7,ATMS (Dual Loop),SH1 Redoubt Rd On Ramp to Southwestern On Ramp NB,02 - Auckland,364,42373,42897,39565,39870,43838,Regional Continuous
1768196.2383,5903781.8605,368,1N,448,0.600000023841858,01N20449,Dec,Virtual,6.7,Virtual,SH1 Southwestern On Ramp to Gt South Rd / Southwestern Off Ramp NB - Virtual,02 - Auckland,,33766,34438,32178,32529,36211,Virtual
1768794.1235,5902814.0369,369,1N,448,1.74000000953674,01N20450,Dec,Continuous,6.7,Virtual,SH1 Gt South Rd / Southwestern Off Ramp to Hill Rd On Ramp NB - Virtual,02 - Auckland,,63454,66060,61064,63132,70516,Virtual
1769905.0759,5900780.2056,370,1N,448,4.15000009536743,01N20452,Dec,Continuous,9.8,Virtual,SH1 Hill Rd On Ramp to Takanini On Ramp NB,02 - Auckland,357,46276,49126,46485,49531,55142,Virtual
1769865.9146,5899315.126,371,1N,448,5.67000007629395,01N20454,Dec,Continuous,9.2,ATMS (Dual Loop),SH1 Takanini Interchange NB,02 - Auckland,,34954,37313,34988,26786,40193,Regional Continuous
1770726.8148,5897295.7764,372,1N,448,7.82999992370605,01N20456,Dec,Continuous,9.8,Virtual,SH1 Takanini Off Ramp to Papakura On Ramp NB,02 - Auckland,345,41040,43333,41173,26786,48186,Virtual
1771533.128,5895054.2976,373,1N,448,10.1300001144409,01N20458,Dec,Continuous,10.4,ATMS (Dual Loop),SH1 Papakura Interchange NB,02 - Auckland,218,28184,29970,28272,26786,30812,Regional Continuous
1772054.1548,5893999.2765,374,1N,448,11.3999996185303,01N20459,Dec,National,9.8,Telemetry,Rosehill - Telemetry Site 7 - NB (Park Estate),02 - Auckland,315,30873,33358,31760,29549,34857,Telemetry
1772930.0338,5891448.8851,375,1N,461,0,01N20462,Dec,Virtual,9.8,Virtual,SH1 Drury Interchange NB - Virtual,02 - Auckland,,22425,23428,20615,19465,23794,Virtual
1773945.6516,5889556.7507,376,1N,461,2.24000000953674,01N20463,Dec,National,12.9,Telemetry,DRURY - Telemetry Site 48 - Off Ramp to Ramarama On Ramp NB,02 - Auckland,,25537,26355,22672,22452,28106,Telemetry
1774948.7887,5887384.5589,377,1N,461,4.61999988555908,01N20465,Dec,Virtual,12.2,Virtual,SH1 Ramarama Interchange NB - Virtual,02 - Auckland,,23981,24523,20717,20378,25423,Virtual
1776193.7949,5884747.7702,378,1N,461,7.53999996185303,01N20468,Dec,Virtual,12.2,Virtual,SH1 Ramarama Off Ramp to Mill Rd On Ramp NB - Virtual,02 - Auckland,,24970,25343,21641,21225,26409,Virtual
1775974.0263,5881935.2098,379,1N,461,10.25,01N20471,Dec,Continuous,12.2,Virtual,SH1 Mill Rd Interchange NB,02 - Auckland,316,18576,18973,16457,16128,19649,Virtual
1776536.6917,5881054.2045,380,1N,461,11.5100002288818,01N20472,Dec,Virtual,12.2,Virtual,SH1 Mill Rd Off Ramp to Beaver Rd On Ramp NB - Virtual,02 - Auckland,,23815,24395,21551,20549,24839,Virtual
1776882.8537,5880437.81,381,1N,461,12.2399997711182,01N20473,Dec,Virtual,12.2,Virtual,SH1 Beaver Rd Interchange NB - Virtual,02 - Auckland,,23420,24014,21239,20335,24526,Virtual
1777150.7237,5879976.2778,382,1N,461,12.789999961853,01N20474,Dec,National,12.2,Telemetry,BOMBAY - Telemetry Site 72 - NB,02 - Auckland,346,23763,24372,21530,20537,24773,Telemetry
1777469.8659,5879368.8297,383,1N,461,13.4799995422363,01N20475,Dec,Virtual,12.2,Virtual,SH1 Nikau Rd Interchange NB - Virtual,02 - Auckland,,22904,23499,20689,19509,23759,Virtual
1778472.4258,5878016.588,384,1N,461,15.2600002288818,01N20476,Dec,Virtual,12.2,Virtual,SH1 Razorback Rd On Ramp to SH2 On Ramp NB - Virtual,02 - Auckland,,21477,21932,19229,17985,22048,Virtual
1778808.951,5877744.188,385,1N,461,15.6199998855591,01N20477,Dec,Continuous,20.1,ATMS (Dual Loop),SH1 SH2 Interchange NB,02 - Auckland,364,13883,14356,12954,12316,15957,Regional Continuous
1779130.6943,5877352.7512,386,1N,461,16.2000007629395,01N20478,Dec,Virtual,19.8,Virtual,SH1 Region 2/3 Boundary NB - Virtual,02 - Auckland,,14553,15039,14217,12904,16663,Virtual
1757431.021,5918737.8106,387,1N,427,1.70000004768372,01N28429,Dec,Continuous,4,Virtual,SH1 Symonds/Wellesley/Port Off Ramp - Khyber Pass Off Ramp NB - Virtual,02 - Auckland,,86484,87285,76045,75418,82643,Virtual
1757134.3547,5925964.6186,388,1N,414,5.59999990463257,01N29419,Dec,Virtual,6,Virtual,SH1 Northcote Rd Off Ramp to Esmonde/Akoranga On Ramp NB - Virtual,02 - Auckland,,61568,61423,51466,51392,58534,Virtual
1756083.799,5923834.6596,389,1N,414,9,01N29423,Dec,Virtual,8.6,Virtual,SH1 Stafford Rd Off Ramp to Auckland Harbour Bridge NB - Virtual,02 - Auckland,,86692,86600,69939,69522,77700,Virtual
1755995.3385,5923082.5461,390,1N,414,9.5,01N29424,Dec,Continuous,8.6,Dual Loop,Auckland Harbour Bridge - Classifier Site No 1 - NB,02 - Auckland,359,86692,86600,69939,69522,77700,Regional Continuous
1756430.3003,5920124.6809,391,1N,427,0.200000002980232,01N29427,Dec,Virtual,4,Virtual,SH1 Port / SH16 On Ramp to Nelson St Off Ramp NB - Virtual,02 - Auckland,,33874,34169,28969,28603,32319,Virtual
1760806.5741,5915366.818,392,1N,431,3.16000008583069,01N29433,Dec,Virtual,6.2,Virtual,SH1 Green Lane East Off Ramp - Ellerslie Panmure Hwy On Ramp NB - Virtual,02 - Auckland,,74494,74698,65157,64255,70697,Virtual
1765820.8827,5908060.107,393,1N,431,12.3999996185303,01N29443,Dec,Virtual,6.7,Virtual,SH1 Highbrook Dr Off Ramp to East Tamaki Rd On Ramp NB - Virtual,02 - Auckland,,62350,63016,57559,57239,62675,Virtual
1777793.2472,5878631.3787,394,1N,461,14.3400001525879,01N29475,Dec,Virtual,12.2,Virtual,SH1 Nikau Rd Off Ramp to Razorback Rd On Ramp NB - Virtual,02 - Auckland,,23080,23686,20866,19707,23975,Virtual
1747508.6954,5971645.7878,395,1N,363,0.569999992847443,01N30363,Ramp,Continuous,,Dual Loop,SH1 Slip Lane - Warkworth Link Rd to Sth of RAB SB,02 - Auckland,,,,,,,Regional Continuous
1749726.5043,5957059.1495,396,1N,363,17.0300006866455,01N30380,Ramp,Continuous,,Dual Loop,SH1 Puhoi On Ramp SB,02 - Auckland,,,,,,,Regional Continuous
1748857.2693,5949356.4715,397,1N,373,16.8999996185303,01N30390,Ramp,Continuous,2.2,Dual Loop,SH1 Orewa On Ramp SB ,02 - Auckland,363,4872,5147,4656,4705,5301,Regional Continuous
1748660.4109,5947901.2734,398,1N,373,18.6299991607666,01N30392,Ramp,Continuous,3.8,ATMS (Dual Loop),SH1 Millwater On Ramp SB ,02 - Auckland,365,4017,4204,4336,4877,5151,Regional Continuous
1748693.2575,5945153.7592,399,1N,398,0.239999994635582,01N30398,Ramp,Continuous,2.3,ATMS (Dual Loop),SH1 Silverdale On Ramp SB (N11),02 - Auckland,365,16183,15889,14186,14328,15400,Regional Continuous
1753057.6559,5934717.3316,400,1N,398,12.3299999237061,01N30410,Ramp,Continuous,5.5,ATMS (Dual Loop),SH1 Oteha Valley Rd On Ramp SB (N10),02 - Auckland,,10357,10517,8710,8896,8968,Regional Continuous
1753454.2744,5932958.3517,401,1N,398,14.1000003814697,01N30412,Ramp,Continuous,8.9,ATMS (Dual Loop),SH1 Greville Rd On Ramp SB (N9),02 - Auckland,,15936,15952,14979,14313,15187,Regional Continuous
1754573.5933,5930818.8958,402,1N,414,0.689999997615814,01N30414,Ramp,Continuous,2.2,ATMS (Dual Loop),SH1 Upper Harbour Hwy On Ramp SB (N8),02 - Auckland,,14700,14515,12466,12012,14122,Regional Continuous
1755669.7647,5928747.3609,403,1N,414,3.05999994277954,01N30417,Ramp,Non-Continuous,2.3,ATMS (Dual Loop),SH1 Tristram Ave On Ramp SB (N7),02 - Auckland,33,14248,14158,12169,12232,14251,Regional Non-Continuous
1756523.3397,5926972.2784,404,1N,414,5.09999990463257,01N30419,Ramp,Continuous,2.2,ATMS (Dual Loop),SH1 Northcote Rd On Ramp SB (N6),02 - Auckland,313,9512,9867,7948,7915,8491,Regional Continuous
1757150.8756,5925709.6743,405,1N,414,6.61999988555908,01N30420,Ramp,Continuous,4.8,ATMS (Dual Loop),SH1 Esmonde Rd On Ramp SB (N5),02 - Auckland,299,14557,14279,11956,11941,12932,Regional Continuous
1756263.3485,5924537.9632,406,1N,414,8.27000045776367,01N30422,Ramp,Non-Continuous,3.6,Dual Loop,SH1 Onewa Rd On Ramp SB,02 - Auckland,40,18483,18302,14247,14297,16443,Regional Non-Continuous
1756616.2784,5919633.0968,407,1N,427,0.109999999403954,01N30427,Ramp,Non-Continuous,1.8,Dual Loop,SH1 Hobson St On Ramp SB,02 - Auckland,64,19086,18861,14911,16228,16828,Regional Non-Continuous
1756759.6418,5919447.4012,408,1N,427,0.629999995231628,01N30428,Ramp,Continuous,4.6,SCATS,SH1 Northwestern On Ramp SB (Link 01640003) ,02 - Auckland,358,17602,17960,16159,16438,21571,Regional Continuous
1757154.1883,5919161.2197,409,1N,427,1.08000004291534,01N30429,Ramp,Continuous,5.3,ATMS (Dual Loop),SH1 Symonds St On Ramp SB (S1),02 - Auckland,364,6342,6096,4171,4366,4337,Regional Continuous
1757625.6787,5918404.2281,410,1N,427,1.99000000953674,01N30430,Ramp,Continuous,1.4,Dual Loop,SH1 Khyber Pass On Ramp SB,02 - Auckland,266,11823,11589,9900,8960,10791,Regional Continuous
1758793.8087,5917304.6573,411,1N,431,0.0799999982118607,01N30431,Ramp,Non-Continuous,0.4,Dual Loop,SH1 St Marks Rd On Ramp SB,02 - Auckland,44,5865,6284,5448,5345,6062,Regional Non-Continuous
1760314.7063,5915813.8061,412,1N,431,2.3199999332428,01N30433,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Green Lane East On Ramp SB,02 - Auckland,64,10016,9923,8508,8732,9474,Regional Non-Continuous
1760931.7369,5915282.0735,413,1N,431,3.16000008583069,01N30434,Ramp,Non-Continuous,0.9,Dual Loop,SH1 Tecoma St On Ramp SB,02 - Auckland,60,2118,2454,2161,2469,2112,Regional Non-Continuous
1761556.9378,5914164.3868,414,1N,431,4.42000007629395,01N30435,Ramp,Continuous,4.3,Dual Loop,SH1 Ellerslie Panmure Hwy On Ramp SB,02 - Auckland,365,7860,8022,6957,7139,7461,Regional Continuous
1764290.4695,5912331.9271,415,1N,431,7.78999996185303,01N30439,Ramp,Non-Continuous,7.8,Dual Loop,SH1 Mt Wellington Hwy On Ramp SB,02 - Auckland,39,18839,18784,17244,17007,16988,Regional Non-Continuous
1765096.7348,5910169.6093,416,1N,431,10.1899995803833,01N30441,Ramp,Non-Continuous,6.8,Dual Loop,SH1 Princes St On Ramp SB,02 - Auckland,22,7778,8119,7505,7110,7812,Regional Non-Continuous
1765588.6765,5908674.6306,417,1N,431,11.8000001907349,01N30443,Ramp,Non-Continuous,11,Dual Loop,SH1 Highbrook Dr On Ramp SB,02 - Auckland,42,6133,6417,6568,6187,6416,Regional Non-Continuous
1766413.2045,5907382.2933,418,1N,431,13.3199996948242,01N30444,Ramp,Non-Continuous,3.5,Dual Loop,SH1 East Tamaki Rd On Ramp SB,02 - Auckland,40,8485,9048,8631,8467,9502,Regional Non-Continuous
1768146.5727,5904122.7591,419,1N,448,0.519999980926514,01N30448,Ramp,Non-Continuous,3.2,Dual Loop,SH1 Redoubt Rd On Ramp SB,02 - Auckland,41,8487,8696,8683,9495,9543,Regional Non-Continuous
1768411.3648,5903716.2821,420,1N,448,0.930000007152557,01N30449,Ramp,Continuous,10.5,Dual Loop,SH1 Southwestern On Ramp SB (Link 02020000),02 - Auckland,361,22962,23738,22921,24057,27475,Regional Continuous
1769900.4153,5899056.1919,421,1N,448,5.84000015258789,01N30454,Ramp,Continuous,9.9,Dual Loop,SH1 Takanini On Ramp SB,02 - Auckland,357,8974,6803,6780,5876,8130,Regional Continuous
1771481.6618,5895297.2028,422,1N,448,9.97999954223633,01N30458,Ramp,Continuous,8.7,ATMS (Dual Loop),SH1 Papakura On Ramp SB,02 - Auckland,108,3572,3658,3347,2873,3730,Regional Continuous
1772433.175,5893468.9899,423,1N,448,12.2200002670288,01N30460,Ramp,Virtual,,Virtual,SH1 Service Centre On Ramp SB - Virtual,02 - Auckland,,4021,4042,3028,2432,3129,Virtual
1772955.2528,5891333.9297,424,1N,461,0.170000001788139,01N30462,Ramp,Non-Continuous,9.3,Dual Loop,SH1 Drury On Ramp SB,02 - Auckland,39,3051,3122,2927,3130,3803,Regional Non-Continuous
1775057.19,5887173.7538,425,1N,461,4.88000011444092,01N30465,Ramp,Non-Continuous,12.5,Dual Loop,SH1 Ramarama On Ramp SB,02 - Auckland,51,613,575,563,711,793,Regional Non-Continuous
1776295.9131,5881466.7813,426,1N,461,11.0299997329712,01N30471,Ramp,Non-Continuous,9.2,Dual Loop,SH1 Mill Rd On Ramp SB,02 - Auckland,39,5194,5343,5916,5056,5886,Regional Non-Continuous
1776928.8137,5880460.8965,427,1N,461,12.2799997329712,01N30473,Ramp,Non-Continuous,10.3,Dual Loop,SH1 Beaver Rd On Ramp SB,02 - Auckland,52,28,32,70,25,39,Regional Non-Continuous
1777529.0412,5879275.9331,428,1N,461,13.6199998855591,01N30475,Ramp,Non-Continuous,21.1,Dual Loop,SH1 Nikau Rd On Ramp SB,02 - Auckland,64,183,204,437,225,266,Regional Non-Continuous
1779035.3585,5877531.5891,429,1N,461,15.9300003051758,01N30477,Ramp,Continuous,11.1,Dual Loop,SH1 SH2 On Ramp SB,02 - Auckland,365,673,650,1687,547,674,Regional Continuous
1747788.0059,5971484.4421,430,1N,363,0.569999992847443,01N35363,Ramp,Continuous,,Dual Loop,SH1 Warkworth Link Rd NB,02 - Auckland,,,,,,,Regional Continuous
1757636.1661,5919649.1541,431,1N,427,1.32000005245209,01N36429,Ramp,Non-Continuous,11.4,Dual Loop,SH1 Port On Ramp SB (Link 01660002),02 - Auckland,,8879,8793,7694,7558,8220,Regional Non-Continuous
1757650.167,5919648.1824,432,1N,427,1.32000005245209,01N37429,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Grafton Rd On Ramp SB,02 - Auckland,,3246,3274,2382,2727,2799,Regional Non-Continuous
1757147.0481,5926113.6318,433,1N,414,6.19000005722046,01N38420,Ramp,Continuous,95.2,Dual Loop,SH1 Akoranga Bus Station On Ramp SB,02 - Auckland,79,508,579,460,410,357,Regional Continuous
1757314.2459,5919126.5451,434,1N,427,1.32000005245209,01N38429,Ramp,Virtual,9,Virtual,SH1 Grafton/Port On Ramp SB - Virtual,02 - Auckland,,12125,12067,10012,10285,11019,Virtual
1757199.6398,5925822.7644,435,1N,414,6.71000003814697,01N39420,Ramp,Continuous,61.4,Dual Loop,SH1 Esmonde Rd Buslane On Ramp SB,02 - Auckland,324,237,240,240,104,127,Regional Continuous
1756235.9123,5924262.9316,436,1N,414,8.27000045776367,01N39422,Ramp,Non-Continuous,91.5,Dual Loop,SH1 Northern Busway On Ramp SB,02 - Auckland,109,691,703,542,487,567,Regional Non-Continuous
1747242.8523,5971597.2015,437,1N,363,0.5,01N40363,Ramp,Continuous,,Dual Loop,SH1 Slip Lane - Sth of RAB to Nth of RAB NB,02 - Auckland,,,,,,,Regional Continuous
1749618.341,5957141.9008,438,1N,363,16.8299999237061,01N40380,Ramp,Continuous,,Dual Loop,SH1 Puhoi Off Ramp NB,02 - Auckland,,,,,,,Regional Continuous
1748819.258,5949364.3888,439,1N,373,16.8999996185303,01N40390,Ramp,Continuous,1.8,Dual Loop,SH1 Orewa Off Ramp NB ,02 - Auckland,363,4778,5028,4476,4608,5373,Regional Continuous
1748653.1536,5948022.2394,440,1N,373,18.6299991607666,01N40392,Ramp,Continuous,4,ATMS (Dual Loop),SH1 Millwater Off Ramp NB ,02 - Auckland,365,4040,4317,4113,4572,4524,Regional Continuous
1748658.2882,5945141.6867,441,1N,398,0.319999992847443,01N40398,Ramp,Continuous,2.6,ATMS (Dual Loop),SH1 Silverdale Off Ramp NB (N11),02 - Auckland,365,16044,15592,13980,14406,16092,Regional Continuous
1748909.5214,5941706.7262,442,1N,398,4.05999994277954,01N40402,Ramp,Continuous,13.1,Dual Loop,SH1 Dairy Flat SC Off Ramp NB,02 - Auckland,343,2550,2654,2171,2113,1999,Regional Continuous
1753017.6732,5934711.2491,443,1N,398,12.3699998855591,01N40410,Ramp,Continuous,8.4,ATMS (Dual Loop),SH1 Oteha Valley Rd Off Ramp NB (N10),02 - Auckland,,12073,12416,10299,10426,10480,Regional Continuous
1753419.3429,5932927.2826,444,1N,398,14.2299995422363,01N40412,Ramp,Continuous,7.2,ATMS (Dual Loop),SH1 Greville Rd Off Ramp NB (N9),02 - Auckland,364,20417,20109,17197,17284,19433,Regional Continuous
1754543.6565,5930789.8369,445,1N,414,0.740000009536743,01N40414,Ramp,Continuous,6.9,ATMS (Dual Loop),SH1 Upper Harbour Hwy Off Ramp NB (N8),02 - Auckland,351,15016,14527,13377,11990,13699,Regional Continuous
